#iform,regsize,mask,Throughput,Latency
VPSLLVQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,yes,0.5,1.0
VPSLLVQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,no,1.0,8.0
VPSLLVQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,yes,1.0,8.0
VPSLLVQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,no,1.0,1.0
VPSLLVQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,yes,1.0,1.0
VPSLLVW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,no,0.5,7.0
VPSLLVW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,yes,0.5,
VPSLLVW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,no,0.5,1.0
VPSLLVW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,yes,0.5,
VPSLLVW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,no,0.5,8.0
VPSLLVW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,yes,0.5,
VPSLLVW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,no,0.5,1.0
VPSLLVW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,yes,0.5,
VPSLLVW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,no,1.0,8.0
VPSLLVW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,yes,1.0,
VPSLLVW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,no,1.0,1.0
VPSLLVW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,yes,1.0,
VPSLLW_XMMdq_XMMdq_IMMb,128,no,0.5,1.0
VPSLLW_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSLLW_XMMdq_XMMdq_XMMdq,128,no,0.66,
VPSLLW_XMMu16_MASKmskw_MEMu16_IMM8_AVX512,128,no,0.5,7.0
VPSLLW_XMMu16_MASKmskw_MEMu16_IMM8_AVX512,128,yes,0.5,
VPSLLW_XMMu16_MASKmskw_XMMu16_IMM8_AVX512,128,no,0.5,1.0
VPSLLW_XMMu16_MASKmskw_XMMu16_IMM8_AVX512,128,yes,0.5,
VPSLLW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,no,0.5,7.0
VPSLLW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,yes,0.5,
VPSLLW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,no,0.66,
VPSLLW_YMMqq_YMMqq_IMMb,256,no,0.5,1.0
VPSLLW_YMMqq_YMMqq_MEMdq,256,no,0.5,8.0
VPSLLW_YMMqq_YMMqq_XMMq,128,no,1.0,
VPSLLW_YMMu16_MASKmskw_MEMu16_IMM8_AVX512,256,no,0.5,8.0
VPSLLW_YMMu16_MASKmskw_MEMu16_IMM8_AVX512,256,yes,0.5,
VPSLLW_YMMu16_MASKmskw_YMMu16_IMM8_AVX512,256,no,0.5,1.0
VPSLLW_YMMu16_MASKmskw_YMMu16_IMM8_AVX512,256,yes,0.5,
VPSLLW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,no,0.5,8.0
VPSLLW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,yes,0.5,
VPSLLW_YMMu16_MASKmskw_YMMu16_XMMu16_AVX512,128,no,1.0,
VPSLLW_YMMu16_MASKmskw_YMMu16_XMMu16_AVX512,128,yes,1.0,
VPSLLW_ZMMu16_MASKmskw_MEMu16_IMM8_AVX512,512,no,1.0,8.0
VPSLLW_ZMMu16_MASKmskw_MEMu16_IMM8_AVX512,512,yes,1.0,
VPSLLW_ZMMu16_MASKmskw_ZMMu16_IMM8_AVX512,512,no,1.0,1.0
VPSLLW_ZMMu16_MASKmskw_ZMMu16_IMM8_AVX512,512,yes,1.0,
VPSLLW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,no,1.0,8.0
VPSLLW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,yes,1.0,
VPSLLW_ZMMu16_MASKmskw_ZMMu16_XMMu16_AVX512,128,no,1.0,
VPSLLW_ZMMu16_MASKmskw_ZMMu16_XMMu16_AVX512,128,yes,1.0,
VPSRAD_XMMdq_XMMdq_IMMb,128,no,0.5,1.0
VPSRAD_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSRAD_XMMdq_XMMdq_XMMdq,128,no,0.66,
VPSRAD_XMMu32_MASKmskw_MEMu32_IMM8_AVX512,128,no,0.5,7.0
VPSRAD_XMMu32_MASKmskw_MEMu32_IMM8_AVX512,128,yes,0.5,7.0
VPSRAD_XMMu32_MASKmskw_XMMu32_IMM8_AVX512,128,no,0.5,1.0
VPSRAD_XMMu32_MASKmskw_XMMu32_IMM8_AVX512,128,yes,0.5,1.0
VPSRAD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,no,0.5,7.0
VPSRAD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,yes,0.5,7.0
VPSRAD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512,128,no,0.66,
VPSRAD_YMMqq_YMMqq_IMMb,256,no,0.5,1.0
VPSRAD_YMMqq_YMMqq_MEMdq,256,no,0.5,8.0
VPSRAD_YMMqq_YMMqq_XMMq,128,no,1.0,
VPSRAD_YMMu32_MASKmskw_MEMu32_IMM8_AVX512,256,no,0.5,8.0
VPSRAD_YMMu32_MASKmskw_MEMu32_IMM8_AVX512,256,yes,0.5,8.0
VPSRAD_YMMu32_MASKmskw_YMMu32_IMM8_AVX512,256,no,0.5,1.0
VPSRAD_YMMu32_MASKmskw_YMMu32_IMM8_AVX512,256,yes,0.5,1.0
VPSRAD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,no,0.5,8.0
VPSRAD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,yes,0.5,8.0
VPSRAD_YMMu32_MASKmskw_YMMu32_XMMu32_AVX512,128,no,1.0,
VPSRAD_YMMu32_MASKmskw_YMMu32_XMMu32_AVX512,128,yes,1.0,
VPSRAD_ZMMu32_MASKmskw_MEMu32_IMM8_AVX512,512,no,1.0,8.0
VPSRAD_ZMMu32_MASKmskw_MEMu32_IMM8_AVX512,512,yes,1.0,8.0
VPSRAD_ZMMu32_MASKmskw_ZMMu32_IMM8_AVX512,512,no,1.0,1.0
VPSRAD_ZMMu32_MASKmskw_ZMMu32_IMM8_AVX512,512,yes,1.0,1.0
VPSRAD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,no,1.0,8.0
VPSRAD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,yes,1.0,8.0
VPSRAD_ZMMu32_MASKmskw_ZMMu32_XMMu32_AVX512,128,no,1.0,
VPSRAD_ZMMu32_MASKmskw_ZMMu32_XMMu32_AVX512,128,yes,1.0,
VPSRAQ_XMMu64_MASKmskw_MEMu64_IMM8_AVX512,128,no,0.5,7.0
VPSRAQ_XMMu64_MASKmskw_MEMu64_IMM8_AVX512,128,yes,0.5,7.0
VPSRAQ_XMMu64_MASKmskw_XMMu64_IMM8_AVX512,128,no,0.5,1.0
VPSRAQ_XMMu64_MASKmskw_XMMu64_IMM8_AVX512,128,yes,0.5,1.0
VPSRAQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,no,0.5,7.0
VPSRAQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,yes,0.5,7.0
VPSRAQ_YMMu64_MASKmskw_MEMu64_IMM8_AVX512,256,no,0.5,8.0
VPSRAQ_YMMu64_MASKmskw_MEMu64_IMM8_AVX512,256,yes,0.5,8.0
VPSRAQ_YMMu64_MASKmskw_YMMu64_IMM8_AVX512,256,no,0.5,1.0
VPSRAQ_YMMu64_MASKmskw_YMMu64_IMM8_AVX512,256,yes,0.5,1.0
VPSRAQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,no,0.5,8.0
VPSRAQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,yes,0.5,8.0
VPSRAQ_YMMu64_MASKmskw_YMMu64_XMMu64_AVX512,128,no,1.0,
VPSRAQ_YMMu64_MASKmskw_YMMu64_XMMu64_AVX512,128,yes,1.0,
VPSRAQ_ZMMu64_MASKmskw_MEMu64_IMM8_AVX512,512,no,1.0,8.0
VPSRAQ_ZMMu64_MASKmskw_MEMu64_IMM8_AVX512,512,yes,1.0,8.0
VPSRAQ_ZMMu64_MASKmskw_ZMMu64_IMM8_AVX512,512,no,1.0,1.0
VPSRAQ_ZMMu64_MASKmskw_ZMMu64_IMM8_AVX512,512,yes,1.0,1.0
VPSRAQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,no,1.0,8.0
VPSRAQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,yes,1.0,8.0
VPSRAQ_ZMMu64_MASKmskw_ZMMu64_XMMu64_AVX512,128,no,1.0,
VPSRAQ_ZMMu64_MASKmskw_ZMMu64_XMMu64_AVX512,128,yes,1.0,
VPSRAVD_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSRAVD_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPSRAVD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,no,0.5,7.0
VPSRAVD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,yes,0.5,7.0
VPSRAVD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512,128,no,0.5,1.0
VPSRAVD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512,128,yes,0.5,1.0
VPSRAVD_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPSRAVD_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPSRAVD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,no,0.5,8.0
VPSRAVD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,yes,0.5,8.0
VPSRAVD_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512,256,no,0.5,1.0
VPSRAVD_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512,256,yes,0.5,1.0
VPSRAVD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,no,1.0,8.0
VPSRAVD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,yes,1.0,8.0
VPSRAVD_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512,512,no,1.0,1.0
VPSRAVD_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512,512,yes,1.0,1.0
VPSRAVQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,no,0.5,7.0
VPSRAVQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,yes,0.5,7.0
VPSRAVQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,no,,1.0
VPSRAVQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,yes,,1.0
VPSRAVQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,no,0.5,8.0
VPSRAVQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,yes,0.5,8.0
VPSRAVQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,no,0.5,1.0
VPSRAVQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,yes,0.5,1.0
VPSRAVQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,no,1.0,8.0
VPSRAVQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,yes,1.0,8.0
VPSRAVQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,no,1.0,1.0
VPSRAVQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,yes,1.0,1.0
VPSRAVW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,no,0.5,7.0
VPSRAVW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,yes,0.5,
VPSRAVW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,no,0.5,1.0
VPSRAVW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,yes,0.5,
VPSRAVW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,no,0.5,8.0
VPSRAVW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,yes,0.5,
VPSRAVW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,no,0.5,1.0
VPSRAVW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,yes,0.5,
VPSRAVW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,no,1.0,8.0
VPSRAVW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,yes,1.0,
VPSRAVW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,no,1.0,1.0
VPSRAVW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,yes,1.0,
VPSRAW_XMMdq_XMMdq_IMMb,128,no,0.5,1.0
VPSRAW_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSRAW_XMMdq_XMMdq_XMMdq,128,no,0.66,
VPSRAW_XMMu16_MASKmskw_MEMu16_IMM8_AVX512,128,no,0.5,7.0
VPSRAW_XMMu16_MASKmskw_MEMu16_IMM8_AVX512,128,yes,0.5,
VPSRAW_XMMu16_MASKmskw_XMMu16_IMM8_AVX512,128,no,0.5,1.0
VPSRAW_XMMu16_MASKmskw_XMMu16_IMM8_AVX512,128,yes,0.5,
VPSRAW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,no,0.5,7.0
VPSRAW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,yes,0.5,
VPSRAW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,no,0.66,
VPSRAW_YMMqq_YMMqq_IMMb,256,no,0.5,1.0
VPSRAW_YMMqq_YMMqq_MEMdq,256,no,0.5,8.0
VPSRAW_YMMqq_YMMqq_XMMq,128,no,1.0,
VPSRAW_YMMu16_MASKmskw_MEMu16_IMM8_AVX512,256,no,0.5,8.0
VPSRAW_YMMu16_MASKmskw_MEMu16_IMM8_AVX512,256,yes,0.5,
VPSRAW_YMMu16_MASKmskw_YMMu16_IMM8_AVX512,256,no,0.5,1.0
VPSRAW_YMMu16_MASKmskw_YMMu16_IMM8_AVX512,256,yes,0.5,
VPSRAW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,no,0.5,8.0
VPSRAW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,yes,0.5,
VPSRAW_YMMu16_MASKmskw_YMMu16_XMMu16_AVX512,128,no,1.0,
VPSRAW_YMMu16_MASKmskw_YMMu16_XMMu16_AVX512,128,yes,1.0,
VPSRAW_ZMMu16_MASKmskw_MEMu16_IMM8_AVX512,512,no,1.0,8.0
VPSRAW_ZMMu16_MASKmskw_MEMu16_IMM8_AVX512,512,yes,1.0,
VPSRAW_ZMMu16_MASKmskw_ZMMu16_IMM8_AVX512,512,no,1.0,1.0
VPSRAW_ZMMu16_MASKmskw_ZMMu16_IMM8_AVX512,512,yes,1.0,
VPSRAW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,no,1.0,8.0
VPSRAW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,yes,1.0,
VPSRAW_ZMMu16_MASKmskw_ZMMu16_XMMu16_AVX512,128,no,1.0,
VPSRAW_ZMMu16_MASKmskw_ZMMu16_XMMu16_AVX512,128,yes,1.0,
VPSRLDQ_XMMdq_XMMdq_IMMb,128,no,0.5,1.0
VPSRLDQ_XMMu8_MEMu8_IMM8_AVX512,128,no,0.5,
VPSRLDQ_XMMu8_XMMu8_IMM8_AVX512,128,no,0.5,1.0
VPSRLDQ_YMMqq_YMMqq_IMMb,256,no,0.5,1.0
VPSRLDQ_YMMu8_MEMu8_IMM8_AVX512,256,no,0.5,8.0
VPSRLDQ_YMMu8_YMMu8_IMM8_AVX512,256,no,0.5,1.0
VPSRLDQ_ZMMu8_MEMu8_IMM8_AVX512,512,no,1.0,8.0
VPSRLDQ_ZMMu8_ZMMu8_IMM8_AVX512,512,no,1.0,1.0
VPSRLD_XMMdq_XMMdq_IMMb,128,no,0.5,1.0
VPSRLD_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSRLD_XMMdq_XMMdq_XMMdq,128,no,0.66,
VPSRLD_XMMu32_MASKmskw_MEMu32_IMM8_AVX512,128,no,0.5,7.0
VPSRLD_XMMu32_MASKmskw_MEMu32_IMM8_AVX512,128,yes,0.5,7.0
VPSRLD_XMMu32_MASKmskw_XMMu32_IMM8_AVX512,128,no,0.5,1.0
VPSRLD_XMMu32_MASKmskw_XMMu32_IMM8_AVX512,128,yes,0.5,1.0
VPSRLD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,no,0.5,7.0
VPSRLD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,yes,0.5,7.0
VPSRLD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512,128,no,0.66,
VPSRLD_YMMqq_YMMqq_IMMb,256,no,0.5,1.0
VPSRLD_YMMqq_YMMqq_MEMdq,256,no,0.5,8.0
VPSRLD_YMMqq_YMMqq_XMMq,128,no,1.0,
VPSRLD_YMMu32_MASKmskw_MEMu32_IMM8_AVX512,256,no,0.5,8.0
VPSRLD_YMMu32_MASKmskw_MEMu32_IMM8_AVX512,256,yes,0.5,8.0
VPSRLD_YMMu32_MASKmskw_YMMu32_IMM8_AVX512,256,no,0.5,1.0
VPSRLD_YMMu32_MASKmskw_YMMu32_IMM8_AVX512,256,yes,0.5,1.0
VPSRLD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,no,0.5,8.0
VPSRLD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,yes,0.5,8.0
VPSRLD_YMMu32_MASKmskw_YMMu32_XMMu32_AVX512,128,no,1.0,
VPSRLD_YMMu32_MASKmskw_YMMu32_XMMu32_AVX512,128,yes,1.0,
VPSRLD_ZMMu32_MASKmskw_MEMu32_IMM8_AVX512,512,no,1.0,8.0
VPSRLD_ZMMu32_MASKmskw_MEMu32_IMM8_AVX512,512,yes,1.0,8.0
VPSRLD_ZMMu32_MASKmskw_ZMMu32_IMM8_AVX512,512,no,1.0,1.0
VPSRLD_ZMMu32_MASKmskw_ZMMu32_IMM8_AVX512,512,yes,1.0,1.0
VPSRLD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,no,1.0,8.0
VPSRLD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,yes,1.0,8.0
VPSRLD_ZMMu32_MASKmskw_ZMMu32_XMMu32_AVX512,128,no,1.0,
VPSRLD_ZMMu32_MASKmskw_ZMMu32_XMMu32_AVX512,128,yes,1.0,
VPSRLQ_XMMdq_XMMdq_IMMb,128,no,0.5,1.0
VPSRLQ_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSRLQ_XMMdq_XMMdq_XMMdq,128,no,0.66,
VPSRLQ_XMMu64_MASKmskw_MEMu64_IMM8_AVX512,128,no,0.5,7.0
VPSRLQ_XMMu64_MASKmskw_MEMu64_IMM8_AVX512,128,yes,0.5,7.0
VPSRLQ_XMMu64_MASKmskw_XMMu64_IMM8_AVX512,128,no,0.5,1.0
VPSRLQ_XMMu64_MASKmskw_XMMu64_IMM8_AVX512,128,yes,0.5,1.0
VPSRLQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,no,0.5,7.0
VPSRLQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,yes,0.5,7.0
VPSRLQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,no,0.66,
VPSRLQ_YMMqq_YMMqq_IMMb,256,no,0.5,1.0
VPSRLQ_YMMqq_YMMqq_MEMdq,256,no,0.5,8.0
VPSRLQ_YMMqq_YMMqq_XMMq,128,no,1.0,
VPSRLQ_YMMu64_MASKmskw_MEMu64_IMM8_AVX512,256,no,0.5,8.0
VPSRLQ_YMMu64_MASKmskw_MEMu64_IMM8_AVX512,256,yes,0.5,8.0
VPSRLQ_YMMu64_MASKmskw_YMMu64_IMM8_AVX512,256,no,0.5,1.0
VPSRLQ_YMMu64_MASKmskw_YMMu64_IMM8_AVX512,256,yes,0.5,1.0
VPSRLQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,no,0.5,8.0
VPSRLQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,yes,0.5,8.0
VPSRLQ_YMMu64_MASKmskw_YMMu64_XMMu64_AVX512,128,no,1.0,
VPSRLQ_YMMu64_MASKmskw_YMMu64_XMMu64_AVX512,128,yes,1.0,
VPSRLQ_ZMMu64_MASKmskw_MEMu64_IMM8_AVX512,512,no,1.0,8.0
VPSRLQ_ZMMu64_MASKmskw_MEMu64_IMM8_AVX512,512,yes,1.0,8.0
VPSRLQ_ZMMu64_MASKmskw_ZMMu64_IMM8_AVX512,512,no,1.0,1.0
VPSRLQ_ZMMu64_MASKmskw_ZMMu64_IMM8_AVX512,512,yes,1.0,1.0
VPSRLQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,no,1.0,8.0
VPSRLQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,yes,1.0,8.0
VPSRLQ_ZMMu64_MASKmskw_ZMMu64_XMMu64_AVX512,128,no,1.0,
VPSRLQ_ZMMu64_MASKmskw_ZMMu64_XMMu64_AVX512,128,yes,1.0,
VPSRLVD_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSRLVD_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPSRLVD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,no,0.5,7.0
VPSRLVD_XMMu32_MASKmskw_XMMu32_MEMu32_AVX512,128,yes,0.5,7.0
VPSRLVD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512,128,no,0.5,1.0
VPSRLVD_XMMu32_MASKmskw_XMMu32_XMMu32_AVX512,128,yes,0.5,1.0
VPSRLVD_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPSRLVD_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPSRLVD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,no,0.5,8.0
VPSRLVD_YMMu32_MASKmskw_YMMu32_MEMu32_AVX512,256,yes,0.5,8.0
VPSRLVD_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512,256,no,0.5,1.0
VPSRLVD_YMMu32_MASKmskw_YMMu32_YMMu32_AVX512,256,yes,0.5,1.0
VPSRLVD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,no,1.0,8.0
VPSRLVD_ZMMu32_MASKmskw_ZMMu32_MEMu32_AVX512,512,yes,1.0,8.0
VPSRLVD_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512,512,no,1.0,1.0
VPSRLVD_ZMMu32_MASKmskw_ZMMu32_ZMMu32_AVX512,512,yes,1.0,1.0
VPSRLVQ_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSRLVQ_XMMdq_XMMdq_XMMdq,128,no,0.5,1.0
VPSRLVQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,no,0.5,7.0
VPSRLVQ_XMMu64_MASKmskw_XMMu64_MEMu64_AVX512,128,yes,0.5,7.0
VPSRLVQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,no,0.5,1.0
VPSRLVQ_XMMu64_MASKmskw_XMMu64_XMMu64_AVX512,128,yes,0.5,1.0
VPSRLVQ_YMMqq_YMMqq_MEMqq,256,no,0.5,8.0
VPSRLVQ_YMMqq_YMMqq_YMMqq,256,no,0.5,1.0
VPSRLVQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,no,0.5,8.0
VPSRLVQ_YMMu64_MASKmskw_YMMu64_MEMu64_AVX512,256,yes,0.5,8.0
VPSRLVQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,no,0.5,1.0
VPSRLVQ_YMMu64_MASKmskw_YMMu64_YMMu64_AVX512,256,yes,0.5,1.0
VPSRLVQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,no,1.0,8.0
VPSRLVQ_ZMMu64_MASKmskw_ZMMu64_MEMu64_AVX512,512,yes,1.0,8.0
VPSRLVQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,no,1.0,1.0
VPSRLVQ_ZMMu64_MASKmskw_ZMMu64_ZMMu64_AVX512,512,yes,1.0,1.0
VPSRLVW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,no,0.5,7.0
VPSRLVW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,yes,0.5,
VPSRLVW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,no,0.5,1.0
VPSRLVW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,yes,0.5,
VPSRLVW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,no,0.5,8.0
VPSRLVW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,yes,0.5,
VPSRLVW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,no,0.5,1.0
VPSRLVW_YMMu16_MASKmskw_YMMu16_YMMu16_AVX512,256,yes,0.5,
VPSRLVW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,no,1.0,8.0
VPSRLVW_ZMMu16_MASKmskw_ZMMu16_MEMu16_AVX512,512,yes,1.0,
VPSRLVW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,no,1.0,1.0
VPSRLVW_ZMMu16_MASKmskw_ZMMu16_ZMMu16_AVX512,512,yes,1.0,
VPSRLW_XMMdq_XMMdq_IMMb,128,no,0.5,1.0
VPSRLW_XMMdq_XMMdq_MEMdq,128,no,0.5,7.0
VPSRLW_XMMdq_XMMdq_XMMdq,128,no,0.66,
VPSRLW_XMMu16_MASKmskw_MEMu16_IMM8_AVX512,128,no,0.5,7.0
VPSRLW_XMMu16_MASKmskw_MEMu16_IMM8_AVX512,128,yes,0.5,
VPSRLW_XMMu16_MASKmskw_XMMu16_IMM8_AVX512,128,no,0.5,1.0
VPSRLW_XMMu16_MASKmskw_XMMu16_IMM8_AVX512,128,yes,0.5,
VPSRLW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,no,0.5,7.0
VPSRLW_XMMu16_MASKmskw_XMMu16_MEMu16_AVX512,128,yes,0.5,
VPSRLW_XMMu16_MASKmskw_XMMu16_XMMu16_AVX512,128,no,0.66,
VPSRLW_YMMqq_YMMqq_IMMb,256,no,0.5,1.0
VPSRLW_YMMqq_YMMqq_MEMdq,256,no,0.5,8.0
VPSRLW_YMMqq_YMMqq_XMMq,128,no,1.0,
VPSRLW_YMMu16_MASKmskw_MEMu16_IMM8_AVX512,256,no,0.5,8.0
VPSRLW_YMMu16_MASKmskw_MEMu16_IMM8_AVX512,256,yes,0.5,
VPSRLW_YMMu16_MASKmskw_YMMu16_IMM8_AVX512,256,no,0.5,1.0
VPSRLW_YMMu16_MASKmskw_YMMu16_IMM8_AVX512,256,yes,0.5,
VPSRLW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,no,0.5,8.0
VPSRLW_YMMu16_MASKmskw_YMMu16_MEMu16_AVX512,256,yes,0.5,
VPSRLW_YMMu16_MASKmskw_YMMu16_XMMu16_AVX512,128,no,1.0,
