AAA		8086	AAA 	ASCII Adjust After Addition	AAA.html
VPSLLVQ	YMM{K}{Z},YMM,YMM/M256/M64BCST	AVX512VL,AVX512,FUTURE	VPSLLVQ YMM{K}{Z}, YMM, YMM/m256/M32BCST	Variable Bit Shift Left Logical	VPSLLVD:VPSLLVQ.html
VPSLLVQ	ZMM{K}{Z},ZMM,ZMM/M512/M64BCST	AVX512,FUTURE	VPSLLVQ zmm{K}{Z}, zmm, zmm/m512/M32BCST	Variable Bit Shift Left Logical	VPSLLVD:VPSLLVQ.html
VPSRAVD	XMM,XMM,XMM/M128	FUTURE,AVX2	VPSRAVD XMM, XMM, XMM/M128	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRAVD	YMM,YMM,YMM/M256	FUTURE,AVX2	VPSRAVD YMM, YMM, YMM/m256	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRAVD	XMM{K}{Z},XMM,XMM/M128/M32BCST	AVX512VL,AVX512,FUTURE	VPSRAVD XMM{K}{Z}, XMM, XMM/M128/M32BCST	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRAVD	YMM{K}{Z},YMM,YMM/M256/M32BCST	AVX512VL,AVX512,FUTURE	VPSRAVD YMM{K}{Z}, YMM, YMM/m256/M32BCST	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRAVD	ZMM{K}{Z},ZMM,ZMM/M512/M32BCST	AVX512,FUTURE	VPSRAVD zmm{K}{Z}, zmm, zmm/m512/M32BCST	Shift Int32 Vector Right Arithmetic	VPSRAVD.html
VPSRLVD	XMM,XMM,XMM/M128	FUTURE,AVX2	VPSRLVD XMM, XMM, XMM/M128	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVD	YMM,YMM,YMM/M256	FUTURE,AVX2	VPSRLVD YMM, YMM, YMM/m256	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVD	XMM{K}{Z},XMM,XMM/M128/M32BCST	AVX512VL,AVX512,FUTURE	VPSRLVD XMM{K}{Z}, XMM, XMM/M128/M32BCST	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVD	YMM{K}{Z},YMM,YMM/M256/M32BCST	AVX512VL,AVX512,FUTURE	VPSRLVD YMM{K}{Z}, YMM, YMM/m256/M32BCST	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVD	ZMM{K}{Z},ZMM,ZMM/M512/M32BCST	AVX512,FUTURE	VPSRLVD zmm{K}{Z}, zmm, zmm/m512/M32BCST	Shift Int32 Vector Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	XMM,XMM,XMM/M128	FUTURE,AVX2	VPSRLVQ XMM, XMM, XMM/M128	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	YMM,YMM,YMM/M256	FUTURE,AVX2	VPSRLVQ YMM, YMM, YMM/m256	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	XMM{K}{Z},XMM,XMM/M128/M64BCST	AVX512VL,AVX512,FUTURE	VPSRLVQ XMM{K}{Z}, XMM, XMM/M128/M32BCST	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	YMM{K}{Z},YMM,YMM/M256/M64BCST	AVX512VL,AVX512,FUTURE	VPSRLVQ YMM{K}{Z}, YMM, YMM/m256/M32BCST	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VPSRLVQ	ZMM{K}{Z},ZMM,ZMM/M512/M64BCST	AVX512,FUTURE	VPSRLVQ zmm{K}{Z}, zmm, zmm/m512/M32BCST	Variable Bit Shift Right Logical	VPSRLVD:VPSRLVQ.html
VGATHERDPD	XMM,xmem64,XMM	FUTURE,AVX2	VGATHERDPD XMM, xmem64, XMM	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPD	YMM,xmem64,YMM	FUTURE,AVX2	VGATHERDPD YMM, xmem64, YMM	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPD	XMM{K},xmem64	AVX512VL,AVX512,FUTURE	VGATHERDPD XMM{K}, xmem64	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPD	YMM{K},xmem64	AVX512VL,AVX512,FUTURE	VGATHERDPD YMM{K}, xmem64	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPD	ZMM{K},ymem64	AVX512,FUTURE	VGATHERDPD zmm{K}, ymem64	Gather Float64 Vector With Signed Dword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	XMM,xmem64,XMM	FUTURE,AVX2	VGATHERQPD XMM, xmem64, XMM	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	YMM,ymem64,YMM	FUTURE,AVX2	VGATHERQPD YMM, ymem64, YMM	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	XMM{K},xmem64	AVX512VL,AVX512,FUTURE	VGATHERQPD XMM{K}, xmem64	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	YMM{K},ymem64	AVX512VL,AVX512,FUTURE	VGATHERQPD YMM{K}, ymem64	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERQPD	ZMM{K},zmem64	AVX512,FUTURE	VGATHERQPD zmm{K}, zmem64	Gather Packed DP FP Values Using Signed Dword/Qword Indices	VGATHERDPD:VGATHERQPD.html
VGATHERDPS	XMM,VM32X,XMM	FUTURE,AVX2	VGATHERDPS XMM, VM32X, XMM	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERDPS	YMM,ymem32,YMM	FUTURE,AVX2	VGATHERDPS YMM, ymem32, YMM	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERDPS	XMM{K},VM32X	AVX512VL,AVX512,FUTURE	VGATHERDPS XMM{K}, VM32X	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERDPS	YMM{K},ymem32	AVX512VL,AVX512,FUTURE	VGATHERDPS YMM{K}, ymem32	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERDPS	ZMM{K},zmem32	AVX512,FUTURE	VGATHERDPS zmm{K}, zmem32	Gather Float32 Vector With Signed Dword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	XMM,VM32X,XMM	FUTURE,AVX2	VGATHERQPS XMM, VM32X, XMM	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	XMM,ymem32,XMM	FUTURE,AVX2	VGATHERQPS XMM, ymem32, XMM	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	XMM{K},VM32X	AVX512VL,AVX512,FUTURE	VGATHERQPS XMM{K}, VM32X	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	XMM{K},ymem32	AVX512VL,AVX512,FUTURE	VGATHERQPS XMM{K}, ymem32	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VGATHERQPS	YMM{K},zmem32	AVX512,FUTURE	VGATHERQPS YMM{K}, zmem32	Gather Packed SP FP values Using Signed Dword/Qword Indices	VGATHERDPS:VGATHERQPS.html
VPGATHERDD	XMM,VM32X,XMM	FUTURE,AVX2	VPGATHERDD XMM, VM32X, XMM	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDD	YMM,ymem32,YMM	FUTURE,AVX2	VPGATHERDD YMM, ymem32, YMM	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDD	XMM{K},VM32X	AVX512VL,AVX512,FUTURE	VPGATHERDD XMM{K}, VM32X	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDD	YMM{K},ymem32	AVX512VL,AVX512,FUTURE	VPGATHERDD YMM{K}, ymem32	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDD	ZMM{K},zmem32	AVX512,FUTURE	VPGATHERDD zmm{K}, zmem32	Gather Int32 Vector With Signed Dword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	XMM,VM32X,XMM	FUTURE,AVX2	VPGATHERQD XMM, VM32X, XMM	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	XMM,ymem32,XMM	FUTURE,AVX2	VPGATHERQD XMM, ymem32, XMM	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	XMM{K},VM32X	AVX512VL,AVX512,FUTURE	VPGATHERQD XMM{K}, VM32X	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	XMM{K},ymem32	AVX512VL,AVX512,FUTURE	VPGATHERQD XMM{K}, ymem32	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERQD	YMM{K},zmem32	AVX512,FUTURE	VPGATHERQD YMM{K}, zmem32	Gather Packed Dword Values Using Signed Dword/Qword Indices	VPGATHERDD:VPGATHERQD.html
VPGATHERDQ	XMM,xmem64,XMM	FUTURE,AVX2	VPGATHERDQ XMM, xmem64, XMM	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERDQ	YMM,xmem64,YMM	FUTURE,AVX2	VPGATHERDQ YMM, xmem64, YMM	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERDQ	XMM{K},xmem64	AVX512VL,AVX512,FUTURE	VPGATHERDQ XMM{K}, xmem64	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERDQ	YMM{K},xmem64	AVX512VL,AVX512,FUTURE	VPGATHERDQ YMM{K}, xmem64	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERDQ	ZMM{K},ymem64	AVX512,FUTURE	VPGATHERDQ zmm{K}, ymem64	Gather Int64 Vector With Signed Dword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	XMM,xmem64,XMM	FUTURE,AVX2	VPGATHERQQ XMM, xmem64, XMM	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	YMM,ymem64,YMM	FUTURE,AVX2	VPGATHERQQ YMM, ymem64, YMM	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	XMM{K},xmem64	AVX512VL,AVX512,FUTURE	VPGATHERQQ XMM{K}, xmem64	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	YMM{K},ymem64	AVX512VL,AVX512,FUTURE	VPGATHERQQ YMM{K}, ymem64	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
VPGATHERQQ	ZMM{K},zmem64	AVX512,FUTURE	VPGATHERQQ zmm{K}, zmem64	Gather Packed Qword Values Using Signed Dword/Qword Indices	VPGATHERDQ:VPGATHERQQ.html
XABORT	IMM	FUTURE,RTM	XABORT IMM	Transactional Abort	XABORT.html
XABORT	IMM8	FUTURE,RTM	XABORT IMM8	Transactional Abort	XABORT.html
XBEGIN	IMM	FUTURE,RTM	XBEGIN IMM	Transactional Begin	XBEGIN.html
XBEGIN	IMM|NEAR	FUTURE,RTM	XBEGIN IMM|NEAR	Transactional Begin	XBEGIN.html
XBEGIN	IMM16	FUTURE,RTM	XBEGIN IMM16	Transactional Begin	XBEGIN.html
XBEGIN	IMM16|NEAR	FUTURE,RTM	XBEGIN IMM16|NEAR	Transactional Begin	XBEGIN.html
XBEGIN	IMM32	FUTURE,RTM	XBEGIN IMM32	Transactional Begin	XBEGIN.html
XBEGIN	IMM32|NEAR	FUTURE,RTM	XBEGIN IMM32|NEAR	Transactional Begin	XBEGIN.html
XBEGIN	IMM64	FUTURE,RTM,LONG	XBEGIN IMM64	Transactional Begin	XBEGIN.html
XBEGIN	IMM64|NEAR	FUTURE,RTM,LONG	XBEGIN IMM64|NEAR	Transactional Begin	XBEGIN.html
XEND		FUTURE,RTM	XEND 	Transactional End	XEND.html
XTEST		FUTURE,HLE,RTM	XTEST 	Test If In Transactional Execution	XTEST.html
ANDN	R32,R32,R/M32	FUTURE,BMI1	ANDN R32, R32, R/M32	Logical AND NOT	ANDN.html
ANDN	R64,R64,R/M64	LONG,FUTURE,BMI1	ANDN r64, r64, r/m64	Logical AND NOT	ANDN.html
BEXTR	R32,R/M32,R32	FUTURE,BMI1	BEXTR R32, R/M32, R32	Bit Field Extract	BEXTR.html
BEXTR	R64,R/M64,R64	LONG,FUTURE,BMI1	BEXTR r64, r/m64, r64	Bit Field Extract	BEXTR.html
BEXTR	R32,R/M32,IMM32	FUTURE,TBM	BEXTR R32, R/M32, IMM32	Bit Field Extract	BEXTR.html
BEXTR	R64,R/M64,IMM32	LONG,FUTURE,TBM	BEXTR r64, r/m64, IMM32	Bit Field Extract	BEXTR.html
BLCI	R32,R/M32	FUTURE,TBM	BLCI R32, R/M32	TODO: FUTURE,TBM,LONG	
BLCI	R64,R/M64	LONG,FUTURE,TBM	BLCI r64, r/m64	TODO: FUTURE,TBM,LONG	
BLCIC	R32,R/M32	FUTURE,TBM	BLCIC R32, R/M32	TODO: FUTURE,TBM,LONG	
BLCIC	R64,R/M64	LONG,FUTURE,TBM	BLCIC r64, r/m64	TODO: FUTURE,TBM,LONG	
BLSI	R32,R/M32	FUTURE,BMI1	BLSI R32, R/M32	Extract Lowest Set Isolated Bit	BLSI.html
BLSI	R64,R/M64	LONG,FUTURE,BMI1	BLSI r64, r/m64	Extract Lowest Set Isolated Bit	BLSI.html
BLSIC	R32,R/M32	FUTURE,TBM	BLSIC R32, R/M32	TODO: FUTURE,TBM,LONG	
BLSIC	R64,R/M64	LONG,FUTURE,TBM	BLSIC r64, r/m64	TODO: FUTURE,TBM,LONG	
BLCFILL	R32,R/M32	FUTURE,TBM	BLCFILL R32, R/M32	TODO: FUTURE,TBM,LONG	
BLCFILL	R64,R/M64	LONG,FUTURE,TBM	BLCFILL r64, r/m64	TODO: FUTURE,TBM,LONG	
BLSFILL	R32,R/M32	FUTURE,TBM	BLSFILL R32, R/M32	TODO: FUTURE,TBM,LONG	
BLSFILL	R64,R/M64	LONG,FUTURE,TBM	BLSFILL r64, r/m64	TODO: FUTURE,TBM,LONG	
BLCMSK	R32,R/M32	FUTURE,TBM	BLCMSK R32, R/M32	TODO: FUTURE,TBM,LONG	
BLCMSK	R64,R/M64	LONG,FUTURE,TBM	BLCMSK r64, r/m64	TODO: FUTURE,TBM,LONG	
BLSMSK	R32,R/M32	FUTURE,BMI1	BLSMSK R32, R/M32	Get Mask Up to Lowest Set Bit	BLSMSK.html
BLSMSK	R64,R/M64	LONG,FUTURE,BMI1	BLSMSK r64, r/m64	Get Mask Up to Lowest Set Bit	BLSMSK.html
BLSR	R32,R/M32	FUTURE,BMI1	BLSR R32, R/M32	Reset Lowest Set Bit	BLSR.html
BLSR	R64,R/M64	LONG,FUTURE,BMI1	BLSR r64, r/m64	Reset Lowest Set Bit	BLSR.html
BLCS	R32,R/M32	FUTURE,TBM	BLCS R32, R/M32	TODO: FUTURE,TBM,LONG	
BLCS	R64,R/M64	LONG,FUTURE,TBM	BLCS r64, r/m64	TODO: FUTURE,TBM,LONG	
BZHI	R32,R/M32,R32	FUTURE,BMI2	BZHI R32, R/M32, R32	Zero High Bits Starting with Specified Bit Position	BZHI.html
BZHI	R64,R/M64,R64	LONG,FUTURE,BMI2	BZHI r64, r/m64, r64	Zero High Bits Starting with Specified Bit Position	BZHI.html
MULX	R32,R32,R/M32	FUTURE,BMI2	MULX R32, R32, R/M32	Unsigned Multiply Without Affecting Flags	MULX.html
MULX	R64,R64,R/M64	LONG,FUTURE,BMI2	MULX r64, r64, r/m64	Unsigned Multiply Without Affecting Flags	MULX.html
PDEP	R32,R32,R/M32	FUTURE,BMI2	PDEP R32, R32, R/M32	Parallel Bits Deposit	PDEP.html
PDEP	R64,R64,R/M64	LONG,FUTURE,BMI2	PDEP r64, r64, r/m64	Parallel Bits Deposit	PDEP.html
PEXT	R32,R32,R/M32	FUTURE,BMI2	PEXT R32, R32, R/M32	Parallel Bits Extract	PEXT.html
PEXT	R64,R64,R/M64	LONG,FUTURE,BMI2	PEXT r64, r64, r/m64	Parallel Bits Extract	PEXT.html
RORX	R32,R/M32,IMM8	FUTURE,BMI2	RORX R32, R/M32, IMM8	Rotate Right Logical Without Affecting Flags	RORX.html
RORX	R64,R/M64,IMM8	LONG,FUTURE,BMI2	RORX r64, r/m64, IMM8	Rotate Right Logical Without Affecting Flags	RORX.html
SARX	R32,R/M32,R32	FUTURE,BMI2	SARX R32, R/M32, R32	Shift Arithmetic Right Without Affecting Flags	SARX:SHLX:SHRX.html
SARX	R64,R/M64,R64	LONG,FUTURE,BMI2	SARX r64, r/m64, r64	Shift Arithmetic Right Without Affecting Flags	SARX:SHLX:SHRX.html
SHLX	R32,R/M32,R32	FUTURE,BMI2	SHLX R32, R/M32, R32	Shift Logical Left Without Affecting Flags	SARX:SHLX:SHRX.html
SHLX	R64,R/M64,R64	LONG,FUTURE,BMI2	SHLX r64, r/m64, r64	Shift Logical Left Without Affecting Flags	SARX:SHLX:SHRX.html
SHRX	R32,R/M32,R32	FUTURE,BMI2	SHRX R32, R/M32, R32	Shift Logical Right Without Affecting Flags	SARX:SHLX:SHRX.html
SHRX	R64,R/M64,R64	LONG,FUTURE,BMI2	SHRX r64, r/m64, r64	Shift Logical Right Without Affecting Flags	SARX:SHLX:SHRX.html
TZCNT	R16,R/M16	FUTURE,BMI1	TZCNT R16, r/m16	Trailing Zero Count	TZCNT.html
TZCNT	R32,R/M32	FUTURE,BMI1	TZCNT R32, R/M32	Trailing Zero Count	TZCNT.html
TZCNT	R64,R/M64	LONG,FUTURE,BMI1	TZCNT r64, r/m64	Trailing Zero Count	TZCNT.html
TZMSK	R32,R/M32	FUTURE,TBM	TZMSK R32, R/M32	TODO: FUTURE,TBM,LONG	
TZMSK	R64,R/M64	LONG,FUTURE,TBM	TZMSK r64, r/m64	TODO: FUTURE,TBM,LONG	
T1MSKC	R32,R/M32	FUTURE,TBM	T1MSKC R32, R/M32	TODO: FUTURE,TBM,LONG	
T1MSKC	R64,R/M64	LONG,FUTURE,TBM	T1MSKC r64, r/m64	TODO: FUTURE,TBM,LONG	
PREFETCHWT1	M8	PREFETCHWT1,FUTURE	PREFETCHWT1 M8	Prefetch Vector Data Into Caches with Intent to Write and T1 Hint	PREFETCHWT1.html

BNDMK	bndreg,MEM	MPX,MIB,FUTURE	BNDMK b, m	Create LowerBound (LB) and UpperBound (UB) in the bounds register b	

BNDCL	bndreg,MEM	MPX,FUTURE	BNDCL b, MEM	 Checks the address of a memory reference or address in r against the lower bound 	
BNDCL	bndreg,R32	MPX,FUTURE	BNDCL b, R32	 Checks the address of a memory reference or address in r against the lower bound 	
BNDCL	bndreg,R64	MPX,LONG,FUTURE	BNDCL b, r64	 Checks the address of a memory reference or address in r against the lower bound 	

BNDCU	bndreg,MEM	MPX,FUTURE	BNDCU bndreg, MEM	Checks the address of a memory reference or address in r against the upper bound in 1's complement form	
BNDCU	bndreg,R32	MPX,FUTURE	BNDCU bndreg, R32	Checks the address of a memory reference or address in r against the upper bound in 1's complement form	
BNDCU	bndreg,R64	MPX,LONG,FUTURE	BNDCU bndreg, r64	Checks the address of a memory reference or address in r against the upper bound in 1's complement form	
BNDCN	bndreg,MEM	MPX,FUTURE	BNDCN bndreg, MEM	Checks the address of a memory reference or address in r against the upper bound in 1's complement formChecks the address of a memory reference or address in r against the upper bound not in 1's complement form	
BNDCN	bndreg,R32	MPX,FUTURE	BNDCN bndreg, R32	Checks the address of a memory reference or address in r against the upper bound in 1's complement formChecks the address of a memory reference or address in r against the upper bound not in 1's complement form	
BNDCN	bndreg,R64	MPX,LONG,FUTURE	BNDCN bndreg, r64	Checks the address of a memory reference or address in r against the upper bound in 1's complement formChecks the address of a memory reference or address in r against the upper bound not in 1's complement form	

BNDMOV	bndreg,bndreg	MPX,FUTURE	BNDMOV bndreg, bndreg	Copy/load LB and UB bounds from memory or a bounds register	
BNDMOV	bndreg,MEM	MPX,FUTURE	BNDMOV bndreg, MEM	Copy/load LB and UB bounds from memory or a bounds register	
BNDMOV	MEM,bndreg	MPX,FUTURE	BNDMOV MEM, bndreg	Store LB and UB bounds in a bounds register to memory or another register	

BNDLDX	bndreg,MEM	MPX,MIB,FUTURE	BNDLDX bndreg, MEM	Load bounds using address translation using an sib-addressing expression mib	
BNDLDX	bndreg,MEM,R32	MPX,MIB,FUTURE	BNDLDX bndreg, MEM, R32	Load bounds using address translation using an sib-addressing expression mib	
BNDLDX	bndreg,MEM,R64	MPX,MIB,LONG,FUTURE	BNDLDX bndreg, MEM, r64	Load bounds using address translation using an sib-addressing expression mib	
BNDSTX	MEM,bndreg	MPX,MIB,FUTURE	BNDSTX MEM, bndreg	Store bounds using address translation using an sib-addressing expression mib	
BNDSTX	MEM,R32,bndreg	MPX,MIB,FUTURE	BNDSTX MEM, R32, bndreg	Store bounds using address translation using an sib-addressing expression mib	
BNDSTX	MEM,R64,bndreg	MPX,MIB,LONG,FUTURE	BNDSTX MEM, r64, bndreg	Store bounds using address translation using an sib-addressing expression mib	
BNDSTX	MEM,bndreg,R32	MPX,MIB,FUTURE	BNDSTX MEM, bndreg, R32	Store bounds using address translation using an sib-addressing expression mib	
BNDSTX	MEM,bndreg,R64	MPX,MIB,LONG,FUTURE	BNDSTX MEM, bndreg, r64	Store bounds using address translation using an sib-addressing expression mib	

KADDB	K,K,K	FUTURE	KADDB K, K, K	TODO: FUTURE	
KADDD	K,K,K	FUTURE	KADDD K, K, K	TODO: FUTURE	
KADDQ	K,K,K	FUTURE	KADDQ K, K, K	TODO: FUTURE	
KADDW	K,K,K	FUTURE	KADDW K, K, K	TODO: FUTURE	
KANDB	K,K,K	FUTURE	KANDB K, K, K	TODO: FUTURE	
KANDD	K,K,K	FUTURE	KANDD K, K, K	TODO: FUTURE	
KANDNB	K,K,K	FUTURE	KANDNB K, K, K	TODO: FUTURE	
KANDND	K,K,K	FUTURE	KANDND K, K, K	TODO: FUTURE	
KANDNQ	K,K,K	FUTURE	KANDNQ K, K, K	TODO: FUTURE	
KANDNW	K,K,K	FUTURE	KANDNW K, K, K	TODO: FUTURE	
KANDQ	K,K,K	FUTURE	KANDQ K, K, K	TODO: FUTURE	
KANDW	K,K,K	FUTURE	KANDW K, K, K	TODO: FUTURE	
KMOVB	K,K/M8	FUTURE	KMOVB K, K/M8	TODO: FUTURE	
KMOVB	M8,K	FUTURE	KMOVB M8, K	TODO: FUTURE	
KMOVB	K,R32	FUTURE	KMOVB K, R32	TODO: FUTURE	
KMOVB	R32,K	FUTURE	KMOVB R32, K	TODO: FUTURE	
KMOVD	K,K/M32	FUTURE	KMOVD K, K/M32	TODO: FUTURE	
KMOVD	M32,K	FUTURE	KMOVD M32, K	TODO: FUTURE	
KMOVD	K,R32	FUTURE	KMOVD K, R32	TODO: FUTURE	
KMOVD	R32,K	FUTURE	KMOVD R32, K	TODO: FUTURE	
KMOVQ	K,K/M64	FUTURE	KMOVQ K, K/M64	TODO: FUTURE	
KMOVQ	M64,K	FUTURE	KMOVQ M64, K	TODO: FUTURE	
KMOVQ	K,R64	FUTURE	KMOVQ K, r64	TODO: FUTURE	
KMOVQ	R64,K	FUTURE	KMOVQ r64, K	TODO: FUTURE	
KMOVW	K,K/M16	FUTURE	KMOVW K, K/M16	TODO: FUTURE	
KMOVW	M16,K	FUTURE	KMOVW M16, K	TODO: FUTURE	
KMOVW	K,R32	FUTURE	KMOVW K, R32	TODO: FUTURE	
KMOVW	R32,K	FUTURE	KMOVW R32, K	TODO: FUTURE	
KNOTB	K,K	FUTURE	KNOTB K, K	TODO: FUTURE	
KNOTD	K,K	FUTURE	KNOTD K, K	TODO: FUTURE	
KNOTQ	K,K	FUTURE	KNOTQ K, K	TODO: FUTURE	
KNOTW	K,K	FUTURE	KNOTW K, K	TODO: FUTURE	
KORB	K,K,K	FUTURE	KORB K, K, K	TODO: FUTURE	
KORD	K,K,K	FUTURE	KORD K, K, K	TODO: FUTURE	
KORQ	K,K,K	FUTURE	KORQ K, K, K	TODO: FUTURE	
KORTESTB	K,K	FUTURE	KORTESTB K, K	TODO: FUTURE	
KORTESTD	K,K	FUTURE	KORTESTD K, K	TODO: FUTURE	
KORTESTQ	K,K	FUTURE	KORTESTQ K, K	TODO: FUTURE	
KORTESTW	K,K	FUTURE	KORTESTW K, K	TODO: FUTURE	
KORW	K,K,K	FUTURE	KORW K, K, K	TODO: FUTURE	
KSHIFTLB	K,K,IMM8	FUTURE	KSHIFTLB K, K, IMM8	TODO: FUTURE	
KSHIFTLD	K,K,IMM8	FUTURE	KSHIFTLD K, K, IMM8	TODO: FUTURE	
KSHIFTLQ	K,K,IMM8	FUTURE	KSHIFTLQ K, K, IMM8	TODO: FUTURE	
KSHIFTLW	K,K,IMM8	FUTURE	KSHIFTLW K, K, IMM8	TODO: FUTURE	
KSHIFTRB	K,K,IMM8	FUTURE	KSHIFTRB K, K, IMM8	TODO: FUTURE	
KSHIFTRD	K,K,IMM8	FUTURE	KSHIFTRD K, K, IMM8	TODO: FUTURE	
KSHIFTRQ	K,K,IMM8	FUTURE	KSHIFTRQ K, K, IMM8	TODO: FUTURE	
KSHIFTRW	K,K,IMM8	FUTURE	KSHIFTRW K, K, IMM8	TODO: FUTURE	
KTESTB	K,K	FUTURE	KTESTB K, K	TODO: FUTURE	
KTESTD	K,K	FUTURE	KTESTD K, K	TODO: FUTURE	
KTESTQ	K,K	FUTURE	KTESTQ K, K	TODO: FUTURE	
KTESTW	K,K	FUTURE	KTESTW K, K	TODO: FUTURE	
KUNPCKBW	K,K,K	FUTURE	KUNPCKBW K, K, K	TODO: FUTURE	
KUNPCKDQ	K,K,K	FUTURE	KUNPCKDQ K, K, K	TODO: FUTURE	
KUNPCKWD	K,K,K	FUTURE	KUNPCKWD K, K, K	TODO: FUTURE	
KXNORB	K,K,K	FUTURE	KXNORB K, K, K	TODO: FUTURE	
KXNORD	K,K,K	FUTURE	KXNORD K, K, K	TODO: FUTURE	
KXNORQ	K,K,K	FUTURE	KXNORQ K, K, K	TODO: FUTURE	
KXNORW	K,K,K	FUTURE	KXNORW K, K, K	TODO: FUTURE	
KXORB	K,K,K	FUTURE	KXORB K, K, K	TODO: FUTURE	
KXORD	K,K,K	FUTURE	KXORD K, K, K	TODO: FUTURE	
KXORQ	K,K,K	FUTURE	KXORQ K, K, K	TODO: FUTURE	
KXORW	K,K,K	FUTURE	KXORW K, K, K	TODO: FUTURE	
SHA1MSG1	XMM,XMM/M128	SHA,FUTURE	SHA1MSG1 XMM, XMM/M128	TODO: SHA,FUTURE	
SHA1MSG2	XMM,XMM/M128	SHA,FUTURE	SHA1MSG2 XMM, XMM/M128	TODO: SHA,FUTURE	
