;Intel Cannon Lake
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1	1*p23		0.50	PREFETCH_NOP
VSCATTERQPS	VSIB_YMM, K, XMM	12	11	1*p0+1*p01+1*p0156+4*p23+4*p4	6	5.00	AVX512F_256
VSHUFF32X4	YMM, K, YMM, M256, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VSHUFF32X4	YMM, K, YMM, YMM, I8	1	1	1*p5	3	1.00	AVX512F_256
VSHUFF32X4	YMM, YMM, M32_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VSHUFF32X4	ZMM, K, ZMM, M32_1to16, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFF32X4	ZMM, K, ZMM, ZMM, I8	1	1	1*p5	3	1.00	AVX512F_512
VSHUFF32X4	ZMM, ZMM, M512, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFF32X4	ZMM, K, ZMM, M512, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFF64X2	YMM, K, YMM, M256, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VSHUFF64X2	YMM, K, YMM, YMM, I8	1	1	1*p5	3	1.00	AVX512F_256
VSHUFF64X2	YMM, YMM, M64_1to4, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VSHUFF64X2	ZMM, K, ZMM, M512, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFF64X2	ZMM, K, ZMM, ZMM, I8	1	1	1*p5	3	1.00	AVX512F_512
VSHUFF64X2	ZMM, ZMM, M64_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFF64X2	ZMM, K, ZMM, M64_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFI32X4	YMM, K, YMM, M256, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VSHUFI32X4	YMM, K, YMM, YMM, I8	1	1	1*p5	3	1.00	AVX512F_256
VSHUFI32X4	YMM, YMM, M32_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VSHUFI32X4	ZMM, K, ZMM, M32_1to16, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFI32X4	ZMM, K, ZMM, ZMM, I8	1	1	1*p5	3	1.00	AVX512F_512
VSHUFI32X4	ZMM, ZMM, M512, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFI32X4	ZMM, K, ZMM, M512, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFI64X2	YMM, K, YMM, M256, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VSHUFI64X2	YMM, K, YMM, YMM, I8	1	1	1*p5	3	1.00	AVX512F_256
VSHUFI64X2	YMM, YMM, M64_1to4, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VSHUFI64X2	ZMM, K, ZMM, M512, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFI64X2	ZMM, K, ZMM, ZMM, I8	1	1	1*p5	3	1.00	AVX512F_512
VSHUFI64X2	ZMM, ZMM, M64_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFI64X2	ZMM, K, ZMM, M64_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VSHUFPD	XMM, K, XMM, M128, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_128
VSHUFPD	XMM, K, XMM, XMM, I8	1	1	1*p5	1	1.00	AVX512F_128
VSHUFPD	YMM, K, YMM, M64_1to4, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_256
VSHUFPD	ZMM, K, ZMM, M512, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_512
VSHUFPD	ZMM, K, ZMM, ZMM, I8	1	1	1*p5	1	1.00	AVX512F_512
VSHUFPD	ZMM, ZMM, M64_1to8, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_512
VSHUFPD	XMM, XMM, M128, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_128
VSHUFPD	XMM, XMM, XMM, I8	1	1	1*p5	1	1.00	AVX512F_128
VSHUFPD	YMM, YMM, M64_1to4, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_256
VSHUFPS	XMM, K, XMM, M32_1to4, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_128
VSHUFPS	YMM, K, YMM, M256, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_256
VSHUFPS	YMM, K, YMM, YMM, I8	1	1	1*p5	1	1.00	AVX512F_256
VSHUFPS	ZMM, K, ZMM, M512, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_512
VSHUFPS	ZMM, ZMM, M32_1to16, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_512
VSHUFPS	ZMM, ZMM, ZMM, I8	1	1	1*p5	1	1.00	AVX512F_512
VSHUFPS	XMM, XMM, M32_1to4, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_128
VSHUFPS	YMM, YMM, M256, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_256
VSHUFPS	YMM, YMM, YMM, I8	1	1	1*p5	1	1.00	AVX512F_256
VSQRTPD	XMM, K, M64_1to2	1	2	1*p0+1*p23		4.50	AVX512F_128
VSQRTPD	YMM, K, M256	1	2	1*p0+1*p23		9.00	AVX512F_256
VSQRTPD	YMM, K, YMM	1	1	1*p0		9.00	AVX512F_256
VSQRTPD	ZMM, K, M64_1to8	4	4	2*p0+1*p05+1*p23		18.00	AVX512F_512
VSQRTPD	ZMM, M512	4	4	2*p0+1*p05+1*p23		18.00	AVX512F_512
VSQRTPD	ZMM, ZMM	3	3	2*p0+1*p05		18.00	AVX512F_512
VSQRTPD	XMM, M128	1	2	1*p0+1*p23		4.50	AVX512F_128
VSQRTPD	XMM, XMM	1	1	1*p0		4.50	AVX512F_128
VSQRTPD	YMM, M64_1to4	1	2	1*p0+1*p23		9.00	AVX512F_256
VSQRTPD	XMM, K, M128	1	2	1*p0+1*p23		4.50	AVX512F_128
VSQRTPD	XMM, K, XMM	1	1	1*p0		4.50	AVX512F_128
VSQRTPD	YMM, K, M64_1to4	1	2	1*p0+1*p23		9.00	AVX512F_256
VSQRTPD	ZMM, K, M512	4	4	2*p0+1*p05+1*p23		18.00	AVX512F_512
VSQRTPD	ZMM, K, ZMM	3	3	2*p0+1*p05		18.00	AVX512F_512
VSQRTPS	XMM, K, M32_1to4	1	2	1*p0+1*p23		3.00	AVX512F_128
VSQRTPS	YMM, K, M256	1	2	1*p0+1*p23		6.00	AVX512F_256
VSQRTPS	YMM, K, YMM	1	1	1*p0		6.00	AVX512F_256
VSQRTPS	ZMM, K, M512	4	4	2*p0+1*p05+1*p23		12.00	AVX512F_512
VSQRTPS	ZMM, M32_1to16	4	4	2*p0+1*p05+1*p23		12.00	AVX512F_512
VSQRTPS	ZMM, ZMM	3	3	2*p0+1*p05		12.00	AVX512F_512
VSQRTPS	XMM, M128	1	2	1*p0+1*p23		3.00	AVX512F_128
VSQRTPS	XMM, XMM	1	1	1*p0		3.00	AVX512F_128
VSQRTPS	YMM, M32_1to8	1	2	1*p0+1*p23		6.00	AVX512F_256
VSQRTPS	XMM, K, M128	1	2	1*p0+1*p23		3.00	AVX512F_128
VSQRTPS	XMM, K, XMM	1	1	1*p0		3.00	AVX512F_128
VSQRTPS	YMM, K, M32_1to8	1	2	1*p0+1*p23		6.00	AVX512F_256
VSQRTPS	ZMM, K, M32_1to16	4	4	2*p0+1*p05+1*p23		12.00	AVX512F_512
VSQRTPS	ZMM, K, ZMM	3	3	2*p0+1*p05		12.00	AVX512F_512
VSQRTSD	XMM, K, XMM, XMM	1	1	1*p0		4.50	AVX512F_SCALAR
VSQRTSD	XMM, XMM, XMM	1	1	1*p0		4.50	AVX512F_SCALAR
VSQRTSD	XMM, K, XMM, M64	1	2	1*p0+1*p23		4.50	AVX512F_SCALAR
VSQRTSS	XMM, K, XMM, XMM	1	1	1*p0		3.00	AVX512F_SCALAR
VSQRTSS	XMM, XMM, XMM	1	1	1*p0		3.00	AVX512F_SCALAR
VSQRTSS	XMM, K, XMM, M32	1	2	1*p0+1*p23		3.00	AVX512F_SCALAR
VSUBPD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VSUBPD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VSUBPD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VSUBPD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VSUBPD	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VSUBPD	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VSUBPD	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VSUBPD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VSUBPD	YMM, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VSUBPD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VSUBPD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VSUBPD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VSUBPD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VSUBPD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VSUBPS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VSUBPS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.54	AVX512F_256
VSUBPS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VSUBPS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VSUBPS	ZMM, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VSUBPS	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VSUBPS	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VSUBPS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VSUBPS	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VSUBPS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VSUBPS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VSUBPS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VSUBPS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VSUBPS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VSUBSD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VSUBSD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VSUBSD	XMM, K, XMM, M64	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VSUBSS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VSUBSS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VSUBSS	XMM, K, XMM, M32	1	2	1*p01+1*p23	4	0.54	AVX512F_SCALAR
VUCOMISD	XMM, M64	2	2	1*p0+1*p23	3	1.00	AVX512F_SCALAR
VUCOMISD	XMM, XMM	1	1	1*p0	3	1.00	AVX512F_SCALAR
VUCOMISS	XMM, M32	2	2	1*p0+1*p23	3	1.00	AVX512F_SCALAR
VUCOMISS	XMM, XMM	1	1	1*p0	3	1.00	AVX512F_SCALAR
VUNPCKHPD	XMM, K, XMM, M128	1	2	1*p23+1*p5	1	1.00	AVX512F_128
VUNPCKHPD	XMM, K, XMM, XMM	1	1	1*p5	1	1.00	AVX512F_128
VUNPCKHPD	YMM, K, YMM, M64_1to4	1	2	1*p23+1*p5	1	1.00	AVX512F_256
VUNPCKHPD	ZMM, K, ZMM, M512	1	2	1*p23+1*p5	1	1.00	AVX512F_512
VUNPCKHPD	ZMM, K, ZMM, ZMM	1	1	1*p5	1	1.00	AVX512F_512
VUNPCKHPD	ZMM, ZMM, M64_1to8	1	2	1*p23+1*p5	1	1.00	AVX512F_512
VUNPCKHPD	XMM, XMM, M128	1	2	1*p23+1*p5	1	1.00	AVX512F_128
VUNPCKHPD	XMM, XMM, XMM	1	1	1*p5	1	1.00	AVX512F_128
VUNPCKHPD	YMM, YMM, M64_1to4	1	2	1*p23+1*p5	1	1.00	AVX512F_256
VUNPCKHPS	XMM, K, XMM, M32_1to4	1	2	1*p23+1*p5	1	1.00	AVX512F_128
VUNPCKHPS	YMM, K, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX512F_256
VUNPCKHPS	YMM, K, YMM, YMM	1	1	1*p5	1	1.00	AVX512F_256
VUNPCKHPS	ZMM, K, ZMM, M512	1	2	1*p23+1*p5	1	1.00	AVX512F_512
VUNPCKHPS	ZMM, ZMM, M32_1to16	1	2	1*p23+1*p5	1	1.00	AVX512F_512
VUNPCKHPS	ZMM, ZMM, ZMM	1	1	1*p5	1	1.00	AVX512F_512
VUNPCKHPS	XMM, XMM, M32_1to4	1	2	1*p23+1*p5	1	1.00	AVX512F_128
VUNPCKHPS	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX512F_256
VUNPCKHPS	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX512F_256
VUNPCKLPD	XMM, K, XMM, M128	1	2	1*p23+1*p5	1	1.00	AVX512F_128
VUNPCKLPD	XMM, K, XMM, XMM	1	1	1*p5	1	1.00	AVX512F_128
VUNPCKLPD	YMM, K, YMM, M64_1to4	1	2	1*p23+1*p5	1	1.00	AVX512F_256
VUNPCKLPD	ZMM, K, ZMM, M512	1	2	1*p23+1*p5	1	1.00	AVX512F_512
VUNPCKLPD	ZMM, K, ZMM, ZMM	1	1	1*p5	1	1.00	AVX512F_512
VUNPCKLPD	ZMM, ZMM, M64_1to8	1	2	1*p23+1*p5	1	1.00	AVX512F_512
VUNPCKLPD	XMM, XMM, M128	1	2	1*p23+1*p5	1	1.00	AVX512F_128
VUNPCKLPD	XMM, XMM, XMM	1	1	1*p5	1	1.00	AVX512F_128
VUNPCKLPD	YMM, YMM, M64_1to4	1	2	1*p23+1*p5	1	1.00	AVX512F_256
VUNPCKLPS	XMM, K, XMM, M32_1to4	1	2	1*p23+1*p5	1	1.00	AVX512F_128
VUNPCKLPS	YMM, K, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX512F_256
VUNPCKLPS	YMM, K, YMM, YMM	1	1	1*p5	1	1.00	AVX512F_256
VUNPCKLPS	ZMM, K, ZMM, M512	1	2	1*p23+1*p5	1	1.00	AVX512F_512
VUNPCKLPS	ZMM, ZMM, M32_1to16	1	2	1*p23+1*p5	1	1.00	AVX512F_512
VUNPCKLPS	ZMM, ZMM, ZMM	1	1	1*p5	1	1.00	AVX512F_512
VUNPCKLPS	XMM, XMM, M32_1to4	1	2	1*p23+1*p5	1	1.00	AVX512F_128
VUNPCKLPS	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX512F_256
VUNPCKLPS	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX512F_256
VXORPD	XMM, K, XMM, M128	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VXORPD	XMM, K, XMM, XMM	1	1	1*p015	1	0.37	AVX512DQ_128
VXORPD	YMM, K, YMM, M64_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VXORPD	ZMM, K, ZMM, M512	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VXORPD	ZMM, K, ZMM, ZMM	1	1	1*p05	1	0.50	AVX512DQ_512
VXORPD	ZMM, ZMM, M64_1to8	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VXORPD	XMM, XMM, M128	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VXORPD	XMM, XMM, XMM	1	1	1*p015	1	0.38	AVX512DQ_128
VXORPD	YMM, YMM, M64_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VXORPD	XMM, K, XMM, XMM	1	1	1*p015	1	0.38	AVX512DQ_128
VXORPS	XMM, K, XMM, M32_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VXORPS	YMM, K, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VXORPS	YMM, K, YMM, YMM	1	1	1*p015	1	0.38	AVX512DQ_256
VXORPS	ZMM, K, ZMM, M512	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VXORPS	ZMM, ZMM, M32_1to16	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VXORPS	ZMM, ZMM, ZMM	1	1	1*p05	1	0.50	AVX512DQ_512
VXORPS	XMM, XMM, M32_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VXORPS	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VXORPS	YMM, YMM, YMM	1	1	1*p015	1	0.38	AVX512DQ_256
KADDB	K, K, K	1	1	1*p5	4	1.00	AVX512DQ_KOPB
KADDQ	K, K, K	1	1	1*p5	4	1.00	AVX512BW_KOPQ
KANDB	K, K, K	1	1	1*p0	1	1.00	AVX512DQ_KOPB
KANDNB	K, K, K	1	1	1*p0	1	1.00	AVX512DQ_KOPB
KANDNQ	K, K, K	1	1	1*p0	1	1.00	AVX512BW_KOPQ
KANDQ	K, K, K	1	1	1*p0	1	1.00	AVX512BW_KOPQ
KMOVB	K, K	1	1	1*p0	1	1.00	AVX512DQ_KOPB
KMOVB	K, R32	1	1	1*p5	3	1.00	AVX512DQ_KOPB
KMOVB	R32, K	1	1	1*p0	3	1.00	AVX512DQ_KOPB
KMOVD	K, M32	3	2	1*p23+1*p5		1.00	AVX512BW_KOPD
KMOVD	M32, K	1	2	1*p237+1*p4		1.00	AVX512BW_KOPD
KMOVQ	K, K	1	1	1*p0	1	1.00	AVX512BW_KOPQ
KMOVQ	K, R64	1	1	1*p5		1.00	AVX512BW_KOPQ
KMOVQ	R64, K	1	1	1*p0		1.00	AVX512BW_KOPQ
KMOVW	K, M16	3	2	1*p23+1*p5		1.00	AVX512F_KOPW
KMOVW	M16, K	1	2	1*p237+1*p4		1.00	AVX512F_KOPW
KNOTB	K, K	1	1	1*p0	1	1.00	AVX512DQ_KOPB
KNOTQ	K, K	1	1	1*p0	1	1.00	AVX512BW_KOPQ
KORB	K, K, K	1	1	1*p0	1	1.00	AVX512DQ_KOPB
KORQ	K, K, K	1	1	1*p0	1	1.00	AVX512BW_KOPQ
KORTESTD	K, K	1	1	1*p0		1.00	AVX512BW_KOPD
KORTESTW	K, K	1	1	1*p0		1.00	AVX512F_KOPW
KSHIFTLB	K, K, I8	1	1	1*p5	4	1.00	AVX512DQ_KOPB
KSHIFTLQ	K, K, I8	1	1	1*p5	4	1.00	AVX512BW_KOPQ
KSHIFTRB	K, K, I8	1	1	1*p5	4	1.00	AVX512DQ_KOPB
KSHIFTRQ	K, K, I8	1	1	1*p5	4	1.00	AVX512BW_KOPQ
KTESTB	K, K	1	1	1*p0		1.00	AVX512DQ_KOPB
KTESTQ	K, K	1	1	1*p0		1.00	AVX512BW_KOPQ
KUNPCKBW	K, K, K	1	1	1*p5	4	1.00	AVX512F_KOPW
KUNPCKWD	K, K, K	1	1	1*p5	4	1.00	AVX512BW_KOPD
KXNORD	K, K, K	1	1	1*p0	1	1.00	AVX512BW_KOPD
KXNORW	K, K, K	1	1	1*p0	1	1.00	AVX512F_KOPW
KXORD	K, K, K	1	1	1*p0	1	1.00	AVX512BW_KOPD
KXORW	K, K, K	1	1	1*p0	1	1.00	AVX512F_KOPW
VAESDEC	XMM, XMM, M128	2	2	1*p01+1*p23	4	1.00	AVXAES
VAESDECLAST	XMM, XMM, M128	2	2	1*p01+1*p23	4	1.00	AVXAES
VAESENC	XMM, XMM, M128	2	2	1*p01+1*p23	4	1.00	AVXAES
VAESENCLAST	XMM, XMM, M128	2	2	1*p01+1*p23	4	1.00	AVXAES
VAESIMC	XMM, M128	3	3	2*p01+1*p23		1.00	AVXAES
VAESKEYGENASSIST	XMM, M128, I8	13	13	4*p0+1*p01+1*p06+1*p23+6*p5		12.00	AVXAES
ADC	AL, 0	2	2	1*p0156+1*p06	2	1.00	I86
ADC	AX, I16	2	2	1*p0156+1*p06	2	3.25	I86
ADC	M16, 0	4	6	3*p0156+1*p23+1*p237+1*p4	6	1.25	I86
ADC	M16, I8	4	6	3*p0156+1*p23+1*p237+1*p4	6	1.25	I86
ADC	M32, 0	4	6	3*p0156+1*p23+1*p237+1*p4	6	1.25	I86
ADC	M32, I8	4	6	3*p0156+1*p23+1*p237+1*p4	6	1.25	I86
ADC	M64, 0	4	6	3*p0156+1*p23+1*p237+1*p4	6	1.25	I86
ADC	M64, I8	4	6	3*p0156+1*p23+1*p237+1*p4	6	1.25	I86
ADC	M8, 0	4	6	3*p0156+1*p23+1*p237+1*p4	6	1.25	I86
ADC	M8, R8h	4	6	1*p0156+2*p06+1*p23+1*p237+1*p4	5	1.25	I86
ADC	R16, 0	1	1	1*p06	1	0.50	I86
ADC	R16, I8	1	1	1*p06	1	0.50	I86
ADC	R32, 0	1	1	1*p06	1	0.50	I86
ADC	R32, I8	1	1	1*p06	1	0.50	I86
ADC	R64, 0	1	1	1*p06	1	0.50	I86
ADC	R64, I8	1	1	1*p06	1	0.50	I86
ADC	R8h, 0	1	1	1*p06	1	0.50	I86
ADC	R8h, M8	1	2	1*p06+1*p23	1	0.56	I86
ADC	RAX, I32	2	2	1*p0156+1*p06	2	1.00	I86
ADC	R8h, R8l	1	1	1*p06	1	0.63	I86
ADC	R8l, R8l	1	1	1*p06	1	0.50	I86
ADC	R32, R32	1	1	1*p06	1	0.50	I86
ADC	R8h, R8h	1	1	1*p06	1	0.60	I86
ADC	R8l, R8h	1	1	1*p06	1	0.60	I86
ADC	R16, R16	1	1	1*p06	1	0.50	I86
ADC	R64, R64	1	1	1*p06	1	0.50	I86
ADC	M16, I16	9	7	6*p0156+1*p06+2*p23+1*p4	29	18.00	lock I86
ADC	M16, R16	9	7	5*p0156+2*p06+2*p23+1*p4	29	18.00	lock I86
ADC	M32, I32	9	7	5*p0156+1*p06+2*p23+1*p4	29	18.00	lock I86
ADC	M32, R32	9	7	5*p0156+2*p06+2*p23+1*p4	29	18.00	lock I86
ADC	M64, I32	9	7	5*p0156+1*p06+2*p23+1*p4	29	18.00	lock I86
ADC	M64, R64	9	7	5*p0156+2*p06+2*p23+1*p4	29	18.00	lock I86
ADC	M8, I8	9	7	5*p0156+1*p06+2*p23+1*p4	29	18.00	lock I86
ADC	M8, R8l	9	7	5*p0156+2*p06+2*p23+1*p4	29	18.00	lock I86
ADC	R8l, I8	1	1	1*p06	1	0.50	I86
ADD	AL, I8	1	1	1*p0156	1	0.63	I86
ADD	EAX, I32	1	1	1*p0156	1	0.52	I86
ADD	M16, I16	2	4	1*p0156+1*p23+1*p237+1*p4		3.42	I86
ADD	M16, R16	2	4	1*p0156+1*p23+1*p237+1*p4	4	1.00	I86
ADD	M32, I32	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
ADD	M32, R32	2	4	1*p0156+1*p23+1*p237+1*p4	3	1.00	I86
ADD	M64, I32	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
ADD	M64, R64	2	4	1*p0156+1*p23+1*p237+1*p4	3	1.00	I86
ADD	M8, I8	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
ADD	M8, R8l	2	4	1*p0156+1*p23+1*p237+1*p4	4	1.00	I86
ADD	R16, I16	1	1	1*p0156	1	3.33	I86
ADD	R16, M16	1	2	1*p0156+1*p23	1	0.50	I86
ADD	R32, I32	1	1	1*p0156	1	0.40	I86
ADD	R32, M32	1	2	1*p0156+1*p23	1	0.50	I86
ADD	R64, I32	1	1	1*p0156	1	0.42	I86
ADD	R64, M64	1	2	1*p0156+1*p23	1	0.50	I86
ADD	R8h, I8	1	1	1*p0156	1	0.38	I86
ADD	R8l, M8	1	2	1*p0156+1*p23	1	0.50	I86
ADD	R8h, R8h	1	1	1*p0156	1	0.40	I86
ADD	R8l, R8h	1	1	1*p0156	1	0.40	I86
ADD	R16, R16	1	1	1*p0156	1	0.25	I86
ADD	R64, R64	1	1	1*p0156	1	0.31	I86
ADD	R8h, R8l	1	1	1*p0156	1	0.40	I86
ADD	R8l, R8l	1	1	1*p0156	1	0.31	I86
ADD	R32, R32	1	1	1*p0156	1	0.31	I86
ADD	M16, 0	8	6	3*p0156+1*p06+2*p23+1*p4		18.00	lock I86
ADD	M16, I8	8	6	4*p0156+1*p06+2*p23+1*p4		18.00	lock I86
ADD	M32, 0	8	6	4*p0156+1*p06+2*p23+1*p4		18.00	lock I86
ADD	M32, I8	8	6	3*p0156+1*p06+2*p23+1*p4		18.00	lock I86
ADD	M64, 0	8	6	3*p0156+1*p06+2*p23+1*p4		18.00	lock I86
ADD	M64, I8	8	6	3*p0156+1*p06+2*p23+1*p4		18.00	lock I86
ADD	M8, 0	8	6	3*p0156+1*p06+2*p23+1*p4		18.00	lock I86
ADD	M8, R8h	8	6	4*p0156+1*p06+2*p23+1*p4	28	18.00	lock I86
ADD	R8l, 0	1	1	1*p0156	1	0.28	I86
ADD	R8l, 0	1	1	1*p0156	1	0.25	I86
AND	AL, 0	1	1	1*p0156	1	0.63	I86
AND	AX, I16	1	1	1*p0156	1	3.25	I86
AND	M16, 0	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
AND	M16, I8	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
AND	M32, 0	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
AND	M32, I8	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
AND	M64, 0	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
AND	M64, I8	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
AND	M8, 0	2	4	1*p0156+1*p23+1*p237+1*p4		1.00	I86
AND	M8, R8h	2	4	1*p0156+1*p23+1*p237+1*p4	3	1.00	I86
AND	R16, 0	1	1	1*p0156	1	0.28	I86
AND	R16, I8	1	1	1*p0156	1	0.28	I86
AND	R32, 0	1	1	1*p0156	1	0.25	I86
AND	R32, I8	1	1	1*p0156	1	0.25	I86
AND	R64, 0	1	1	1*p0156	1	0.25	I86
AND	R64, I8	1	1	1*p0156	1	0.25	I86
AND	R8h, 0	1	1	1*p0156	1	0.38	I86
AND	R8h, M8	1	2	1*p0156+1*p23	1	0.50	I86
AND	RAX, I32	1	1	1*p0156	1	0.56	I86
AND	R8h, R8l	1	1	1*p0156	1	0.40	I86
AND	R8l, R8l	1	1	1*p0156	1	0.31	I86
AND	R32, R32	1	1	1*p0156	1	0.31	I86
AND	R8h, R8h	1	1	1*p0156	1	0.40	I86
AND	R8l, R8h	1	1	1*p0156	1	0.40	I86
AND	R16, R16	1	1	1*p0156	1	0.25	I86
AND	R64, R64	1	1	1*p0156	1	0.31	I86
AND	M16, I16	8	6	3*p0156+1*p06+2*p23+1*p4		18.00	lock I86
AND	M16, R16	8	6	3*p0156+1*p06+2*p23+1*p4	29	18.00	lock I86
AND	M32, I32	8	6	3*p0156+1*p06+2*p23+1*p4		18.00	lock I86
